0,1,2,3,4,5,6,7,8,9
Relatório de Consulta de Valor Total de Estoque,,,,,,,,,
25/06/2025 14:34:10,,,,,,,,,
Filtros:,,,,,,,,,
Tipo de estoque: Comercial,,,,,,,,,
Rede: LOJA PRINCIPAL,,,,,,,,,
Loja: LJ-03  SANTA CRUZ,,,,,,,,,
Data: 31/05/2025,,,,,,,,,
Setor de Compra: Todos,,,,,,,,,
Tipo de estoque: Venda,,,,,,,,,
Departamento: Todos,,,,,,,,,
Seção: Todos,,,,,,,,,
Grupo: Todos,,,,,,,,,
Subgrupo: Todos,,,,,,,,,
Agrupar por: Produto,,,,,,,,,
Ordem: Ascendente,,,,,,,,,
Status do Produto: Todos,,,,,,,,,
Tipo de Produto: Venda Insumo Embalagem Consumo Subproduto Produto Acabado,,,,,,,,,
Venda Externa: Todos,,,,,,,,,
Despreza os produtos sem estoque: Sim,,,,,,,,,
Aplicar movimentos extemporâneos: Não,,,,,,,,,
Produto,,,Fornecedor,,,,,,
XAROPE MONIN GF 700ML MACA VERDE,301604.0,3052910015107.0,BTWO COMPANY BRASIL- LINHA INDEFINIDA,,1.0,49.9,39850113.0,49.9,39850113.0
CEREAL NESTLE CRUNCH 230G,302124.0,7891000356791.0,NESTLE MERCEARIA,,27.0,11976667.0,10868825.0,323370009.0,293458275.0
VINHO ITALIANO CAPARZO DI MONTALCINO 750ML SANGIOVESE TTO ROSSO,267524.0,8004012000036.0,BARRINHAS COM. E IMP. BEBIDAS,,8.0,131780833.0,114681906.0,1054246664.0,917455248.0
SUPLEM VITAFOR OMEGA 3 EPA DHA FRASCO C/60 CAPS,278950.0,7898919865192.0,LOURENCO DIST (SUPLEMENTOS),,1.0,54.51,43531389.0,54.51,43531389.0
CAIXA REDONDA 19X16,264847.0,39251.0,ALBANO - FLORES,,9.0,25.05,2273275.0,225.45,20459475.0
VINHO PORTUGUES CASAL GARCIA 750ML ROSE,265404.0,5601096328303.0,DISTRIBUIDORA HS - BEBIDAS,,6.0,60.7,41313938.0,364.2,247883628.0
SABAO EM BARRA YPE 180G FRESH,301047.0,7896098906002.0,MM SP -  LIMP/PERF/HIG,,40.0,2520285.0,2012699.0,1008114.0,8050796.0
SUPLEM VITAFOR COENZIMA Q 10 FRASCO C/60 CAPS,278944.0,7898919865390.0,LOURENCO DIST (SUPLEMENTOS),,2.0,105516667.0,84265036.0,211033334.0,168530072.0
MANTEIGA TRES MARIAS PT 200G C/ SAL,275969.0,7898024450337.0,TRES MARIAS INDUSTRIA E COMERCIO LTDA,,31.0,7246897.0,7246897.0,224653807.0,224653807.0
BISC KOALA 37G MORANGO,277848.0,8852008300031.0,SONEDA PERFUMARIA LTDA,,5.0,9060502.0,8222405.0,4530251.0,41112025.0
VINHO ESPANHOL IZADI LARROSA 750ML BRANCO,283244.0,8423302351113.0,ADEGA ALENTEJANA,,27.0,76048125.0,52329445.0,2053299375.0,1412895015.0
MARG CLAYBOM 500G MANTEIGA C/ SAL,264700.0,7891515548889.0,BRF PERDIGAO | PERDIGAO PAS/BALCAO FRIOS,,10.0,4805745.0,4805745.0,4805745.0,4805745.0
KETCHUP HEINZ 397G BACON/CEBOLA CARAMELIZADA,267164.0,7896102000368.0,EBD LOJA 03 MERCEARIA,,4.0,11789241.0,10698737.0,47156964.0,42794948.0
OVOS MANTIQUEIRA HAPPY EGGS GRANDE VERMELHO C/10UN,281365.0,7896982103609.0,PAES E ALBUQUERQUE - OVOS MANTIQUEIRA 2,,7.0,10.2,10.2,71.4,71.4
VINHO NACIONAL AURORA COLHEITA TARDIA 500ML TINTO,286668.0,7891141034534.0,COOPERATIVA VINICOLA AURORA LTDA,,20.0,142975.0,11593705.0,285.95,2318741.0
SALG ROOTS TO GO VEG CHIPS 45G AZEITE E MANJERICAO,267987.0,7898557010626.0,LOURENCO DIST (NATURAIS),,21.0,5.75,5218125.0,120.75,109580625.0
BEBIDA DE AVEIA NUDE ORGANICA S/GLUTEN 1L CACAU,282224.0,7898994939771.0,BEBIDAS NUDE IND,,8.0,13.95,13.95,111.6,111.6
OVOS MANTIQUEIRA CAIPIRA VERMELHO C/20UN,281444.0,7896982104453.0,PAES E ALBUQUERQUE - OVOS MANTIQUEIRA 2,,13.0,21435272.0,21435272.0,278658536.0,278658536.0
VINHO M.JAMES RESERVADO 750ML ROSE MEIO SCO,286684.0,7891141034510.0,COOPERATIVA VINICOLA AURORA LTDA,,11.0,14295833.0,11592374.0,157254163.0,127516114.0
MAC CASARAO PREMIUM AVE MARIA 200G,270972.0,7898915653625.0,LOURENCO DIST (NATURAIS),,4.0,6307007.0,5865541.0,25228028.0,23462164.0
LENTILHA VERMELHA GRANEL KG S/PELE,287864.0,5448.0,FTJ DISTRIB GRAOS E FARINACEAOS,,3554.0,18.0,15839892.0,63972.0,56294976168.0
PASTA DE SOJA P/SOPA HIKARI 216G ALGA WAKAME,272764.0,4902663019060.0,ART & DESIGN COMERCI,,2.0,15.2,1131108.0,30.4,2262216.0
OVOS MANTIQUEIRA HAPPY EGG GRANDE VERMELHO C/10UN CAIPIRA,281424.0,7896982104392.0,PAES E ALBUQUERQUE - OVOS MANTIQUEIRA 2,,15.0,10.9,10.9,163.5,163.5
ROLINHO PRIMAVERA LONG WAY 225G CARNE C/ LEGUMES,142868.0,7898015780726.0,LONG WAY INDUSTRIA,,6.0,1302949.0,1302949.0,7817694.0,7817694.0
BISC DUX 300G SALTED,173109.0,7702025123513.0,NOR IMPORT - MERCEARIA,,91.0,10552167.0,9701167.0,960247197.0,882806197.0
AZ VERDE VALE FERTIL 400G GORDAL S/CAROCO,288536.0,7896272009444.0,VALE FERTIL IND.ALIMENTICIAS L,,1.0,27.58,2502885.0,27.58,2502885.0
MIST BOLO OETKER 400G MILHO CREMOSO,271582.0,7891048061800.0,EBD - DR OETKER,,14.0,4540268.0,3625833.0,63563752.0,50761662.0
BN CEBOLA CRISPY ONIONS BENASSI 100G,71784.0,8718144570298.0,BENASSI - ANHANGUERA,,43.0,9378722.0,8645544.0,403285046.0,371758392.0
VINAGRE CASTELO ALCOOL COLORIDO PG600MLV750ML,271964.0,7896048200020.0,CASTELO ALIMENTOS S/A,,5.0,2092357.0,1765892.0,10461785.0,882946.0
TEMP P/BURRITO CANTINA MEXICANA PC 35G MIX,297724.0,11359630152.0,MAZAL IMPORTACAO E E,,1.0,9.0,81675.0,9.0,81675.0
PANO PARA PIA JIROSAN C/2 UN,265313.0,4986614200110.0,JIROSAN COM DE IMPORTACAO,,1.0,12522.0,10926697.0,12522.0,10926697.0
GELEIA HOMEMADE ORIGINAL VD 320G DAMASCO,285324.0,7898002470081.0,GRANADO DISTRIBUIDOR,,1.0,16.99,15418425.0,16.99,15418425.0
GELEIA HOMEMADE ORIGINAL VD 320G GOIABA,285346.0,7898002470098.0,GRANADO DISTRIBUIDOR,,1.0,16989991.0,15418417.0,16989991.0,15418417.0
FARINHA MANDIOCA GRANEL KG TORRADA,50115.0,853.0,FTJ DISTRIB GRAOS E FARINACEAOS,,5284.0,7.0,7.0,36988.0,36988.0
PAO PULLMAN INTEGRAL 450G 7 GRAOS,292439.0,7896002311229.0,BIMBO DO BRASIL LTDA (MATRIZ),,2.0,112121.0,102092.0,224242.0,204184.0
VINHO PORTUGUES PO DE POEIRA 750ML TINTO,293784.0,5604086822027.0,ADEGA ALENTEJANA,,3.0,153868333.0,104665513.0,461604999.0,313996539.0
BISC NEGRESCO BAUNILHA 100G,300684.0,7891000345658.0,NESTLE MERCEARIA,,1.0,1989899.0,1830349.0,1989899.0,1830349.0
PIPOCA PIPO GOURMET SACHE 100G CARAMELO&FLOR DE SAL,273770.0,7898953538205.0,LOURENCO DIST (NATURAIS),,1.0,7809997.0,7087572.0,7809997.0,7087572.0
STEAK SOJA VEGE MAIS 200G FRANGO,297364.0,7898936332059.0,VEGE MAIS,,12.0,14980714.0,13314833.0,179768568.0,159777996.0
"ESPETO L.SEKI 15CM 2,5MM C/100",65843.0,7898620490164.0,SEKI SAN COMERCIO DE,,15.0,3.0,223245.0,45.0,3348675.0
FAROFA DE MILHO YOKI PREMIUM 380G,274404.0,7891095031382.0,YOKI DISTRIBUIDORA (USAR),,1.0,1062149.0,8482264.0,1062149.0,8482264.0
SABAO EM BARRA YPE C/5UN 900G ALOE VERA,291984.0,7896098905968.0,YPE QUIMICA AMPARO LTDA,,1.0,10884545.0,8692397.0,10884545.0,8692397.0
PAO PULLMAN INTEGRAL 450G GRAOS&CASTANHAS,292444.0,7896002303286.0,BIMBO DO BRASIL LTDA (MATRIZ),,25.0,11737053.0,1071123.0,293426325.0,26778075.0
VINHO PORTUGUES QUINTA DO NOVAL SYRAH 750ML TINTO,293848.0,5601064004215.0,ADEGA ALENTEJANA,,6.0,150986667.0,1027054.0,905920002.0,6162324.0
VINHO CHILENO SAN PEDRO 1865 SINGLE VINEYARD 750ML SAUVGNON BLANC,294164.0,7804300131432.0,INTERFOOD - LIQUIDA,,13.0,105.68,71849054.0,1373.84,934037702.0
COUVE FLOR SADIA VEG&TAL 300G,266852.0,7891515551377.0,BRF SADIA | PAS FRIOS,,18.0,4660011.0,4660011.0,83880198.0,83880198.0
GRANOLA JASMINE VEGAN INTEGRAL POUCH 250G CASTANHA DE CAJU,265664.0,7896283007262.0,NEW JUICE DIST - JASMINE,,4.0,119068.0,111726.0,476272.0,446904.0
"REFRIG COCA COLA 1,5L",19700.0,7894900011753.0,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,,78.0,8.01,8.01,624.78,624.78
MANJUBA KG,47744.0,7123.0,ITIBAN PESCADOS,,7684.0,20032028.0,20032028.0,153926103152.0,153926103152.0
TOSTATA FLORIO PC 180G ALECRIM,274064.0,7896207803307.0,FLORIO PRODS ALIMENT,,20.0,10583414.0,9604448.0,21166828.0,19208896.0
FEIJAO VAPZA 500G CARIOCA TEMP,34291.0,7897122600071.0,GRANADO DISTRIBUIDOR,,9.0,11251875.0,9901649.0,101266875.0,89114841.0
VINHO PORTUGUES QUINTA DO NOVAL RESERVA 750ML TINTO,293844.0,5601064004543.0,ADEGA ALENTEJANA,,3.0,211463333.0,143842975.0,634389999.0,431528925.0
VINHO PORTUGUES QUINTA DO NOVAL TOURIGA NACIONAL 750ML TINTO,293850.0,5601064003546.0,ADEGA ALENTEJANA,,3.0,150986667.0,1027054.0,452960001.0,3081162.0
ESPATULA TRAMONTINA UTILITA INOX UN VERMELHO,277031.0,7891112172173.0,TRAMONTINA SUDESTE,,6.0,15.13,11007075.0,90.78,6604245.0
CEREAL SORA FLAKES PROTEIN VEGETAL ZERO LACTOSE 120G CHOCOLATE,282448.0,7898614670497.0,SORA ALIMENTOS LTDA,,7.0,7195.0,6648788.0,50365.0,46541516.0
COUSCOUS COLAVITA 500G MARROQUINO,282888.0,8001876002152.0,EBD LTDA - MERCEARIA,,1.0,15601735.0,14344465.0,15601735.0,14344465.0
GEL HIG COPERALCOOL 400ML MAOS,169620.0,7896090704460.0,CIA NACIONAL DE ALCOOL,,14.0,12121636.0,9117908.0,169702904.0,127650712.0
SALG CHEETOS LUA 95G PARMESAO,275724.0,7892840822514.0,ELMA CHIPS,,16.0,8.49,7704675.0,135.84,1232748.0
ALECRIM BOMBAY VD 25G,264764.0,7898453460075.0,BOMBAY ALIMENTOS LTD,,1.0,10.56,95832.0,10.56,95832.0
SUPLEM +MU PROT 18 PT 450G CHOCOLATE,278706.0,7899767024281.0,LOURENCO DIST (SUPLEMENTOS),,2.0,84184445.0,67089267.0,16836889.0,134178534.0
BEB LACTEA +MU PROT 12 S/LACTOSE 250ML CHOCOLATE,278604.0,736532573964.0,LOURENCO DIST (SUPLEMENTOS),,9.0,5.83,4655806.0,52.47,41902254.0
COENTRO GRAOS BOMBAY POUCH 15G,265034.0,7898453413125.0,BOMBAY ALIMENTOS LTD,,6.0,3780588.0,3430884.0,22683528.0,20585304.0
DOF PUDIM DE PAO Kg,293284.0,90589.0,FILIAL SDS,,30368.0,27989825.0,25363695.0,8499950056.0,77024468976.0
CR DENTAL COLGATE NATURAL EXTRACTS 90G CARVAO ATIVADO E MENTA,266906.0,6920354824395.0,DISPLOKI LTDA - PERFUMARIA/LIMP,,20.0,10080128.0,10080128.0,20160256.0,20160256.0
COXINHA DAS ASAS FRANGO SADIA CONG 700G EMPANADO,276026.0,7891515546212.0,BRF SADIA | PAS FRIOS,,2.0,22971884.0,21112488.0,45943768.0,42224976.0
AGUA MIN LINDOYA 510ML C/GAS,59488.0,7896089500318.0,LINDOIANO,,52.0,1379561.0,1379561.0,71737172.0,71737172.0
SABAO EM BARRA YPE C/5UN 900G NEUTRO ORIGINAL,292004.0,7896098905906.0,SDB COMERCIO (DIPALMA NOVO),,12.0,10443535.0,8340206.0,12532242.0,100082472.0
POLI 49CMX69CM 50FLS VARIADOS,290526.0,102704.0,ALBANO EMB - ATUAL,,800.0,455938.0,413763.0,3647504.0,3310104.0
VINHO PORTUGUES MENIN RESERVA DOURO NEW LEGACY 750ML TINTO,321346.0,5600600700420.0,MWC IMP DISTRIB DE VINHOS,,6.0,871596667.0,586373975.0,5229580002.0,351824385.0
REFIL P/MOP ALKLIN ABRASIVO UN,335070.0,7897750782583.0,SCHWANKE INDUSTRIAL - ALKLIN,,26.0,9081.0,7252087.0,236106.0,188554262.0
BALDE P/MOP ALKLIN 15L VERDE,335163.0,7897750779774.0,SCHWANKE INDUSTRIAL - ALKLIN,,6.0,32896667.0,26664743.0,197380002.0,159988458.0
VINHO CHILENO CONCHA Y TORO GRAVAS DEL MAIPO 750ML CABERNET SAUVIGNON,325064.0,7804320626192.0,PACTUALL - VINHOS,,2.0,374.09,245969175.0,748.18,49193835.0
DES AERO DOVE FEM GO FRESH 150ML PERA,331848.0,7791293038155.0,E-UB COMERCIO (PERFUMARIA),,6.0,22.58,22.58,135.48,135.48
SAL MARINHO BOMBAY C/MOEDOR VD 100G HERBS & SPICES,332347.0,7898453462642.0,BOMBAY ALIMENTOS LTD,,5.0,11.74,8736321.0,58.7,43681605.0
PEITO DE FRANGO EMPANADISSIMO SADIA EM TIRAS CONG PC 400G,329327.0,7891515574857.0,BRF SADIA - ACOUGUE,,20.0,158165.0,1456886.0,316.33,2913772.0
RODO ALKLIN 30CM UN COLORS C/CABO,335095.0,7897750778654.0,SCHWANKE INDUSTRIAL - ALKLIN,,16.0,13124866.0,10481516.0,209997856.0,167704256.0
*CEBOLA EM PO DESIDRATADA GRANEL kg,335097.0,101631.0,FTJ DISTRIB GRAOS E FARINACEAOS,,1.2,25966002.0,20736308.0,311592024.0,248835696.0
DOCE DE ABOBORA SANTO ANTONIO BD 200G,337482.0,7897685914844.0,D S A IND & COM LTDA- SANTO ANTONIO,,14.0,13375519.0,12337332.0,187257266.0,172722648.0
"BEB LACTEA BATAVO FERM PENSE ZERO GF 1,15KG MORANGO",334370.0,7891097103643.0,LACTALIS - FRIOS PAS,,2.0,16.56,16.56,33.12,33.12
*ALECRIM GRANEL KG,335101.0,101636.0,FTJ DISTRIB GRAOS E FARINACEAOS,,1.16,2896195.0,2628297.0,33595862.0,304882452.0
CERV IMPERIO LT 269ML PILSEN,332419.0,7898915949216.0,CERVEJARIA IMPERIO - VF DISTRIBUIDORA,,315.0,2376667.0,2376667.0,748650105.0,748650105.0
ALIM INF PAPAPA ORGANICO SQU 100G PERA/ESPINAFRE/ABOBRINHA,332362.0,7898994908753.0,BABY ROO COM ALIM (PAPAPA),,58.0,5665574.0,4935848.0,328603292.0,286279184.0
DCF LEGUMES SAUTEE Kg,305864.0,60081.0,AUSS - LOJA (INDEF),,19778.0,56005108.0,50824636.0,1107669026024.0,1005209650808.0
GELEIA CASA MADEIRA ZERO ACUCAR VD 220G AMORA,314322.0,7898070111138.0,BTWO COMPANY BRASIL- LINHA INDEFINIDA,,12.0,20.9,1896675.0,250.8,227601.0
SUCO AURORA INTEGRAL TP UVA TINTO,327824.0,7891141036170.0,COOPERATIVA VINICOLA AURORA LTDA,,178.0,12001506.0,9584403.0,2136268068.0,1706023734.0
VINHO CHILENO KOYLE GRAN RESERVA 750ML CARMENERE,317424.0,7804625900041.0,SETBRAS COMERCIO INT,,25.0,62788276.0,43651973.0,15697069.0,1091299325.0
IOG VERDE CAMPO WHEY 500G PROT 28G NATURAL,332571.0,7898205925357.0,VERDE CAMPO - BALCAO / PAS,,5.0,12369167.0,12369167.0,61845835.0,61845835.0
BISC BONO FININHO 57G LIMAO,318266.0,7891000364291.0,NESTLE MERCEARIA,,42.0,1574318.0,1450852.0,66121356.0,60935784.0
SNACK DE PAO SIRIO PITA BREAD 45G AZEITE E SAL,335942.0,7896073907512.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,2.0,3552892.0,3224249.0,7105784.0,6448498.0
ATUM VEGETAL FAZENDA FUTURO CX 150G,307764.0,7898678662049.0,SPEERS FOODS IMP - PAS,,9.0,15.9,12697653.0,143.1,114278877.0
VINHO PORTUGUES DOLIUM RESERVA 750ML TINTO,316886.0,5605699500128.0,ADEGA ALENTEJANA,,2.0,586.57,394619775.0,1173.14,78923955.0
CERV PATAGONIA LT 350ML WEISSE,319784.0,7891991301893.0,AMBEV ATUAL,,1.0,5412571.0,5412571.0,5412571.0,5412571.0
ISOTON POWERADE 500ML LIMAO,322744.0,7894900500035.0,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,,2.0,349893.0,349893.0,699786.0,699786.0
"CHA VERDE PRONTO LEAO REEQUILIBRIO ZERO PET 1,5ML LIMAO",309750.0,7891098041883.0,LEAO JUNIOR S/A - MERCEARIA,,62.0,5859802.0,5859802.0,363307724.0,363307724.0
QJ MUSSARELA DE BUFALA LEVITARE PT 150G CEREJA,326284.0,7898905835451.0,LEVITARE BALCAO/PAS,,50.0,12459431.0,10964224.0,62297155.0,5482112.0
VINHO CHILENO CONCHA Y TORO GRAVAS DEL MAIPO 750ML SYRAH,324946.0,7804320462738.0,PACTUALL - VINHOS,,2.0,374.09,245969175.0,748.18,49193835.0
FALAFEL DE EDAMAME REPEAT CONG PC 250G,331148.0,7898642110613.0,KALENA FOOD (REPEAT) - PAS,,3.0,165425.0,1321075.0,496275.0,3963225.0
MOLHO TOM KRORR SACHET 300G TRADICIONAL,337361.0,7896025805323.0,IND COM DE PROD ALIM CEPERA MATRIZ,,44.0,3115283.0,2871909.0,137072452.0,126363996.0
COND S&B 220G GOLDEN CURRY KARAKUCHI,312831.0,74880030723.0,TRADBRAS S/A IMPORTACAO E EXPORTACAO,,10.0,23943.0,22098458.0,239.43,22098458.0
PROTEINA BARRA ATLHETICA NUTRITION BEST WHEY 49G ZERO TORTA ALL LIMONE,336554.0,7898225527197.0,LOURENCO DIST (SUPLEMENTOS),,1.0,7554067.0,6032637.0,7554067.0,6032637.0
CHOC GOLD & KO VEGANO 20G ZERO ACUCAR AO LEITE,336639.0,7899930900435.0,NEBO DIST DE ALIMENTOS(GOLDKO),,8.0,5294222.0,4804507.0,42353776.0,38436056.0
TORRONE SANTO ANTONIO 90G C/ AMENDOIM,337598.0,7897685914448.0,D S A IND & COM LTDA- SANTO ANTONIO,,13.0,3041202.0,2448.0,39535626.0,31824.0
TALCO P/PES TENYS PE 100G SPORT EDITION,312850.0,7896020161721.0,ROGE - BETH (USAR),,1.0,8612308.0,8612308.0,8612308.0,8612308.0
BISC NHAMI MINI VEGGIES 18G GRAO DE BICO CENOURA,337461.0,7898965646080.0,LOURENCO DIST (NATURAIS),,33.0,3.6,3267.0,118.8,107811.0
AMENDOIM DOCE SANTO ANTONIO PRALINE PC 150G MANY CROCANTE,337499.0,7897685910242.0,D S A IND & COM LTDA- SANTO ANTONIO,,76.0,4.13,33244.0,313.88,2526544.0
ONIGUIRI SAMNKAKU 100G CAMARAO,326986.0,7899674346001.0,SAMNKAKU /  YOSHI,,1.0,7.5,6713685.0,7.5,6713685.0
CREME DENTAL COLGATE  TOTAL 12 180G CLEAN MINT,313293.0,7509546653280.0,DISPLOKI LTDA - PERFUMARIA/LIMP,,25.0,13141666.0,13141666.0,32854165.0,32854165.0
CONCHA TRAMONTINA ABILITY NYLON UN PRETO,324504.0,7891112284753.0,TRAMONTINA SUDESTE,,5.0,9.06,822195.0,45.3,4110975.0
PE DE MOLEQUE SANTO ANTONIO 200G,337590.0,7897685900151.0,D S A IND & COM LTDA- SANTO ANTONIO,,10.0,5369.0,432172.0,53.69,432172.0
HIG SALSINHA SALADAS FINAS UN,337447.0,7898908104158.0,MORIKAWA COMERCIO E CONSULTORIA AGRICOLA,,2.0,14.19,14.19,28.38,28.38
MINI SALADA AMERICANA VERDUREIRA PC 80GR,334407.0,7897027006237.0,VERDUREIRA,,2.0,8.23,8.23,16.46,16.46
TAPIOCA AKIO 500G GRANULADA,336078.0,7896289951477.0,AKIO PRODUTOS ALIMENTICIOS LTD,,1.0,8.8,7027632.0,8.8,7027632.0
LA ACO ASSOLAN 45G,314386.0,7896090100101.0,YPE QUIMICA AMPARO LTDA,,3.0,1.37,1243275.0,4.11,3729825.0
SUPLEM MEISSEN MALATO DE MAGNESIO 500MG PT 60 CAPS,329387.0,7898047200278.0,LOURENCO DIST (SUPLEMENTOS),,1.0,40.68,32486827.0,40.68,32486827.0
TORTINHAS CATUPIRY 200G PALMITO,321413.0,7896353302563.0,LATICINIOS CATUPIRY LTDA.,,12.0,13.25,1219365.0,159.0,1463238.0
LASCAS DE BROWNIE ZAYTAS S/GLUTEN POUCH 80G CARAMELO & FLOR DE SAL,306164.0,7898929160317.0,LOURENCO DIST (NATURAIS),,3.0,16473333.0,1494955.0,49419999.0,4484865.0
IOG NESTLE GREGO C/4 BD 360G TRADICIONAL,314524.0,7891000360583.0,QUALY REFRIGERADOS (NESTLE IOGURTE),,21.0,8955.0,8955.0,188055.0,188055.0
DCF FEIJOADA Kg,306244.0,60090.0,AUSS - RESFR/QUENTE,,12298.0,69.3,6288975.0,8522514.0,7734181455.0
RODO ALKLIN MEGA UN C/CABO,335074.0,7897750782453.0,SCHWANKE INDUSTRIAL - ALKLIN,,10.0,20501667.0,16372631.0,20501667.0,16372631.0
CHOCO WHEYFER +MU 25g CHOCOLATE BRANCO,315808.0,602883464483.0,LOURENCO DIST (SUPLEMENTOS),,12.0,4293333.0,3428633.0,51519996.0,41143596.0
*NOZ MOSCADA EM PO GRANEL KG,331408.0,101203.0,FTJ DISTRIB GRAOS E FARINACEAOS,,0.35,78.0,62290376.0,27.3,218016316.0
CHOC DELI DELI GOLD & KO 70G ZERO ACUCAR 70% CACAU,336587.0,7899930900138.0,NEBO DIST DE ALIMENTOS(GOLDKO),,12.0,16.23,14728725.0,194.76,1767447.0
PALETA LOS LOS 65G CHOCOLATE,307872.0,7898958870874.0,DIST DE SUPERGELADOS (LOS LOS),,3.0,5.8,52635.0,17.4,157905.0
BOLINHO BELIVE ZERO ACUCAR 40G DOUBLE CHOCOLATE,316650.0,7898380411119.0,LOURENCO DIST (NATURAIS),,12.0,3988645.0,3619695.0,4786374.0,4343634.0
"DECANTER HAUS INSPIRE 1,5L",337847.0,7898944053199.0,BRINOX METALURGICA L,,12.0,66019167.0,62909878.0,792230004.0,754918536.0
BISC INF PAPAPA ORGANICO PC 20G CENOURA,332368.0,7898969895071.0,BABY ROO COM ALIM (PAPAPA),,1.0,4386874.0,4053874.0,4386874.0,4053874.0
QJ RALADO TEIXEIRA PT 100G PARMESAO PREMIUM,334677.0,7896066801254.0,TEIXEIRA QUEIJOS,,22.0,13.92,122496.0,306.24,2694912.0
SORVETE LA BASQUE PT 140ML CHOCOLATE C/AMENDOAS,336601.0,7896209256729.0,LA BASQUE - NOVO,,8.0,13742576.0,12642274.0,109940608.0,101138192.0
IOG CORPUS GF 800G TRIPLO ZERO MORANGO,337105.0,7891025124177.0,DANONE LTDA - IOGURTE,,23.0,12.4,12.4,285.2,285.2
CAIXA KRAFT P/VINHO LISA 35CMX11CMX10CM UN PRETO,337121.0,7893541269424.0,ALBANO EMBALAGENS -60576311002764,,2.0,29.8,216795.0,59.6,43359.0
SORVETE LA BASQUE PT 500ML CAFE CROCANTE,309660.0,7896209256422.0,LA BASQUE - NOVO,,10.0,34012235.0,31130744.0,34012235.0,31130744.0
FAROFA DE MILHO YOKI 400G,337294.0,7891095911448.0,YOKI DISTRIBUIDORA (USAR),,7.0,6293333.0,5025822.0,44053331.0,35180754.0
KAMABOKO GORO CASEIRO VERMELHO PC 200G MASSA DE PEIXE,309546.0,606529955724.0,RODRIGUES COMERCIO (GORO),,1.0,25.03,22714725.0,25.03,22714725.0
SUPLEM MEISSEN MAGNESIO QUELATO 433MG PT 60 CAPS,329385.0,7898047200728.0,LOURENCO DIST (SUPLEMENTOS),,1.0,32.44,25906407.0,32.44,25906407.0
CHA MATE PODER DA TERRA ORGANICO 1L NATURAL,336840.0,7898954360355.0,WNUTRI - LIFE MIX,,112.0,5355606.0,4860598.0,599827872.0,544386976.0
LEITE FERM ACTIVIA GF 800G AVEIA,337095.0,7891025123460.0,DANONE LTDA - IOGURTE,,10.0,12.0,12.0,120.0,120.0
QUICHE CATUPIRY 200G ALHO PORO,321414.0,7896353302549.0,LATICINIOS CATUPIRY LTDA.,,17.0,12609139.0,11603856.0,214355363.0,197265552.0
ESPETINHO DE FILE DE PEITO KORIN CONG PC 400 TEMPERADO,311328.0,7893753000518.0,KORIN - ACOUGUE,,7.0,15.5,14414969.0,108.5,100904783.0
ESPUMANTE FRANCES  JP CHENET ICE EDITION 200ML BRANCO,315504.0,3500610096662.0,REAL - LA PASTINA - BEBIDAS,,1.0,225125.0,1514551.0,225125.0,1514551.0
MASSA TORTA AROSA 300G LAMINADA,333508.0,7896091280024.0,L2W REPRESENTACOES (AROSA),,9.0,15809827.0,14703202.0,142288443.0,132328818.0
BATATA JACKER 100G CHURRASCO,335245.0,9556023211639.0,GREEN AGRONEGOCIOS,,17.0,836875.0,7732813.0,14226875.0,131457821.0
SUCO DEL VALLE FRUT 1L LARANJA,335322.0,7894900556032.0,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,,4.0,3.91,3.91,15.64,15.64
VINAGRE CASTELO 2L ALCOOL MACA VERDE,337720.0,7898922618136.0,CASTELO ALIMENTOS S/A,,32.0,8531667.0,7322821.0,273013344.0,234330272.0
CAFE FAZENDA FLORESTA MOIDO 250G RESERVA,338067.0,7898996018658.0,JV MEIRELLES (FAZENDA FLORESTA),,13.0,30340222.0,30340222.0,394422886.0,394422886.0
FILE COXA C/SOBRECOXA S/PELE KORIN CONG BD 600G S/TRANSGENICOS,335602.0,7893753602521.0,KORIN - ACOUGUE,,22.0,15764463.0,15764463.0,346818186.0,346818186.0
NECTAR TIAL 1L GOIABA,335620.0,7896005302019.0,EBD LTDA - LIQUIDOS,,2.0,5738117.0,5738117.0,11476234.0,11476234.0
MANTEIGA TEIXEIRA CREMOSA 500G C/SAL,336467.0,7896066800035.0,TEIXEIRA QUEIJOS,,18.0,20.0,20.0,360.0,360.0
CHOC DELI DELI GOLD & KO 70G ZERO ACUCAR CHOC BRANCO,336585.0,7899930900275.0,NEBO DIST DE ALIMENTOS(GOLDKO),,5.0,18433393.0,16728304.0,92166965.0,8364152.0
CORTADOR DE PIZZA OIKOS UN VERMELHO,335610.0,7898673985914.0,GRUPO ECOA - OIKOS,,2.0,11.16,9722592.0,22.32,19445184.0
CERAMICA CUMBUCA UMAI UN,331204.0,101185.0,RITAS COMERCIO DE CERAMICA,,12.0,789475.0,71644856.0,947.37,859738272.0
BATATA JACKER 100G SOUR CREAM & ONION,335247.0,9556023211622.0,GREEN AGRONEGOCIOS,,47.0,8368793.0,7732855.0,393333271.0,363444185.0
CAFE SANTO GRAO 250G MOIDO MOGIANA,335296.0,7898663950298.0,SANTO GRAO COMERCIAL,,7.0,291705.0,291705.0,2041935.0,2041935.0
